order_date,ship_date,customer_name
12/15/2011,12/20/2011,Noah Childs
12/15/2011,12/22/2011,Mark Haberlin
12/15/2011,12/20/2011,Maureen Fritzler
12/15/2011,12/17/2011,Ed Braxton
12/15/2011,12/20/2011,Michael Granlund
12/15/2011,12/20/2011,Trudy Glocke
12/15/2011,12/17/2011,Chad Sievert
12/15/2011,12/20/2011,Michael Granlund
12/15/2011,12/20/2011,Michael Granlund
12/15/2011,12/19/2011,Maya Herman
12/15/2011,12/20/2011,David Bremer
12/15/2011,12/20/2011,Noah Childs
12/15/2011,12/20/2011,Rob Lucas
12/15/2011,12/20/2011,Michael Granlund
12/15/2011,12/20/2011,Julie Kriz
12/15/2011,12/19/2011,Kristina Nunn
12/15/2011,12/20/2011,Noah Childs
12/15/2011,12/19/2011,Jay Kimmel
12/15/2011,12/20/2011,Noah Childs
12/15/2011,12/20/2011,Shaun Weien
12/15/2011,12/22/2011,Mark Haberlin
12/15/2011,12/19/2011,Peter Fuller
12/15/2011,12/20/2011,Rob Lucas
12/15/2011,12/19/2011,Thais Sissman
12/15/2011,12/22/2011,Mark Haberlin
12/15/2011,12/20/2011,Michael Granlund
12/15/2011,12/20/2011,Shaun Weien
12/15/2011,12/19/2011,Peter Fuller
12/15/2011,12/19/2011,Pauline Johnson
12/15/2011,12/20/2011,Andy Gerbode
12/15/2011,12/19/2011,Jay Kimmel
12/15/2011,12/20/2011,Dean Braden
12/15/2011,12/18/2011,Charlotte Melton
12/15/2011,12/19/2011,Frank Carlisle
12/15/2011,12/18/2011,Charlotte Melton
12/15/2011,12/22/2011,Mark Haberlin
12/15/2011,12/19/2011,Peter Fuller
12/15/2011,12/19/2011,Peter Fuller
12/15/2011,12/19/2011,Resi Plking
12/15/2011,12/20/2011,Maureen Fritzler
12/15/2011,12/21/2011,Sung Pak
12/15/2011,12/18/2011,Mick Crebagga
12/15/2011,12/20/2011,Rob Lucas
12/15/2011,12/19/2011,Jas O'Carroll
12/16/2011,12/20/2011,Ken Black
12/16/2011,12/17/2011,Chad Cunningham
12/16/2011,12/22/2011,Penelope Sewall
12/16/2011,12/22/2011,Victoria Wilson
12/16/2011,12/18/2011,Sean Christensen
12/16/2011,12/22/2011,Robert Dilbeck
12/16/2011,12/21/2011,Stefanie Holloman
12/16/2011,12/17/2011,Chad Cunningham
12/16/2011,12/18/2011,Gary Hwang
12/16/2011,12/20/2011,Don Weiss
12/16/2011,12/22/2011,Penelope Sewall
12/16/2011,12/21/2011,Erica Hernandez
12/16/2011,12/22/2011,Penelope Sewall
12/16/2011,12/20/2011,Mark Hamilton
12/16/2011,12/19/2011,Barry Franzsisch
12/16/2011,12/19/2011,Kelly Andreada
12/16/2011,12/23/2011,Justin Ellison
12/16/2011,12/17/2011,Chad Cunningham
12/16/2011,12/18/2011,Gary Hwang
12/16/2011,12/22/2011,Tom Boeckenhauer
12/16/2011,12/19/2011,Brendan Murry
12/16/2011,12/18/2011,Laurel Elliston
12/16/2011,12/20/2011,Steve Chapman
12/16/2011,12/16/2011,Anthony Jacobs
12/16/2011,12/16/2011,Anthony Jacobs
12/16/2011,12/21/2011,Cari Schnelling
12/16/2011,12/22/2011,Tom Boeckenhauer
12/16/2011,12/22/2011,Tom Boeckenhauer
12/16/2011,12/17/2011,Chad Cunningham
12/16/2011,12/21/2011,Patrick O'Brill
12/16/2011,12/22/2011,Victoria Wilson
12/16/2011,12/21/2011,Ed Jacobs
12/16/2011,12/22/2011,Victoria Wilson
12/16/2011,12/18/2011,Sean Christensen
12/16/2011,12/21/2011,Ed Jacobs
12/16/2011,12/22/2011,Penelope Sewall
12/16/2011,12/21/2011,Cari Schnelling
12/16/2011,12/18/2011,Laurel Elliston
12/16/2011,12/21/2011,Patrick O'Brill
12/16/2011,12/20/2011,Ken Black
12/16/2011,12/21/2011,Cari Schnelling
12/16/2011,12/21/2011,Kean Nguyen
12/17/2011,12/20/2011,Phillip Breyer
12/17/2011,12/20/2011,Phillip Breyer
12/17/2011,12/20/2011,Phillip Breyer
12/17/2011,12/21/2011,Michelle Moray
12/17/2011,12/20/2011,Phillip Breyer
12/17/2011,12/20/2011,Joy Daniels
12/17/2011,12/19/2011,Bradley Drucker
12/17/2011,12/21/2011,Michelle Moray
12/17/2011,12/21/2011,Michael Kennedy
12/17/2011,12/21/2011,Brian Derr
12/17/2011,12/20/2011,Phillip Breyer
12/17/2011,12/21/2011,Valerie Dominguez
12/17/2011,12/22/2011,Dave Kipp
12/17/2011,12/21/2011,Michelle Moray
12/17/2011,12/20/2011,Phillip Breyer
12/17/2011,12/20/2011,Phillip Breyer
12/17/2011,12/19/2011,Roy Franzsisch
12/17/2011,12/19/2011,Bradley Drucker
12/17/2011,12/21/2011,Michael Kennedy
12/17/2011,12/21/2011,Ross Baird
12/17/2011,12/21/2011,Brian Derr
12/17/2011,12/21/2011,Michael Kennedy
12/17/2011,12/20/2011,Phillip Breyer
12/17/2011,12/19/2011,Bradley Drucker
12/17/2011,12/22/2011,Lela Donovan
12/17/2011,12/21/2011,Ross Baird
12/17/2011,12/24/2011,Jeremy Farry
12/17/2011,12/21/2011,Brian Derr
12/17/2011,12/20/2011,Joy Daniels
12/17/2011,12/20/2011,Joy Daniels
12/17/2011,12/21/2011,Michelle Moray
12/17/2011,12/24/2011,Erin Creighton
12/19/2011,12/21/2011,Irene Maddox
12/19/2011,12/23/2011,Jim Kriz
12/19/2011,12/23/2011,Jim Kriz
12/19/2011,12/21/2011,Bart Pistole
12/19/2011,12/21/2011,Michael Nguyen
12/19/2011,12/21/2011,Bart Pistole
12/19/2011,12/23/2011,Dave Kipp
12/19/2011,12/24/2011,Natalie DeCherney
12/19/2011,12/23/2011,Jamie Frazer
12/19/2011,12/25/2011,Speros Goranitis
12/19/2011,12/24/2011,Marc Harrigan
12/19/2011,12/24/2011,Marc Harrigan
12/19/2011,12/23/2011,Jim Kriz
12/19/2011,12/24/2011,Marc Harrigan
12/19/2011,12/26/2011,Scott Cohen
12/19/2011,12/21/2011,Irene Maddox
12/19/2011,12/21/2011,Dario Medina
12/19/2011,12/21/2011,Lycoris Saunders
12/19/2011,12/24/2011,Aaron Smayling
12/19/2011,12/23/2011,Jim Kriz
12/19/2011,12/21/2011,Michael Nguyen
12/19/2011,12/21/2011,Lycoris Saunders
12/19/2011,12/25/2011,Mike Kennedy
12/19/2011,12/21/2011,Randy Bradley
12/19/2011,12/24/2011,Sue Ann Reed
12/19/2011,12/21/2011,Lycoris Saunders
12/19/2011,12/23/2011,Guy Phonely
12/19/2011,12/23/2011,Jamie Frazer
12/19/2011,12/22/2011,Robert Marley
12/19/2011,12/21/2011,Lycoris Saunders
12/19/2011,12/23/2011,Guy Phonely
12/19/2011,12/25/2011,Speros Goranitis
12/19/2011,12/24/2011,Marc Harrigan
12/19/2011,12/23/2011,Pauline Webber
12/19/2011,12/21/2011,Bart Pistole
12/19/2011,12/23/2011,Jamie Frazer
12/19/2011,12/24/2011,Aaron Smayling
12/19/2011,12/21/2011,Irene Maddox
12/19/2011,12/21/2011,Dario Medina
12/19/2011,12/21/2011,Bart Pistole
12/19/2011,12/26/2011,Scott Cohen
12/19/2011,12/24/2011,Natalie DeCherney
12/19/2011,12/23/2011,Pauline Webber
12/19/2011,12/21/2011,Shahid Collister
12/19/2011,12/25/2011,Speros Goranitis
12/19/2011,12/25/2011,Mike Kennedy
12/19/2011,12/21/2011,Lycoris Saunders
12/20/2011,12/21/2011,Penelope Sewall
12/20/2011,12/20/2011,Toby Carlisle
12/20/2011,12/27/2011,Emily Grady
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/21/2011,Penelope Sewall
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/24/2011,Trudy Brown
12/20/2011,12/21/2011,Nat Gilpin
12/20/2011,12/23/2011,Mick Brown
12/20/2011,12/24/2011,Trudy Brown
12/20/2011,12/23/2011,Adrian Barton
12/20/2011,12/22/2011,Henry Goldwyn
12/20/2011,12/22/2011,Carol Triggs
12/20/2011,12/23/2011,Michael Chen
12/20/2011,12/22/2011,Carol Triggs
12/20/2011,12/23/2011,Mick Brown
12/20/2011,12/22/2011,Henry Goldwyn
12/20/2011,12/26/2011,Bobby Trafton
12/20/2011,12/23/2011,Michael Chen
12/20/2011,12/26/2011,Jonathan Howell
12/20/2011,12/27/2011,Emily Grady
12/20/2011,12/21/2011,Nat Gilpin
12/20/2011,12/21/2011,Penelope Sewall
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/27/2011,Eugene Hildebrand
12/20/2011,12/25/2011,Nicole Fjeld
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/27/2011,Eugene Hildebrand
12/20/2011,12/23/2011,Suzanne McNair
12/20/2011,12/24/2011,Raymond Buch
12/20/2011,12/25/2011,Jennifer Braxton
12/20/2011,12/27/2011,Mark Hamilton
12/20/2011,12/22/2011,Henry Goldwyn
12/20/2011,12/22/2011,Carol Triggs
12/20/2011,12/25/2011,Olvera Toch
12/20/2011,12/24/2011,Raymond Buch
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/27/2011,Emily Grady
12/20/2011,12/22/2011,Carol Triggs
12/20/2011,12/27/2011,Amy Hunt
12/20/2011,12/22/2011,Henry Goldwyn
12/20/2011,12/21/2011,Penelope Sewall
12/20/2011,12/27/2011,Eugene Hildebrand
12/20/2011,12/23/2011,Michael Chen
12/20/2011,12/24/2011,Carlos Daly
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/25/2011,Tony Sayre
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/26/2011,Bobby Trafton
12/20/2011,12/25/2011,Tony Sayre
12/20/2011,12/22/2011,Henry Goldwyn
12/20/2011,12/22/2011,Henry Goldwyn
12/20/2011,12/25/2011,Denise Monton
12/20/2011,12/25/2011,William Brown
12/20/2011,12/26/2011,Bobby Trafton
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/24/2011,Raymond Buch
12/20/2011,12/25/2011,Denise Monton
12/20/2011,12/24/2011,Roland Schwarz
12/20/2011,12/25/2011,Anthony Rawles
12/20/2011,12/25/2011,William Brown
12/20/2011,12/25/2011,Tony Sayre
12/20/2011,12/25/2011,Keith Herrera
12/20/2011,12/22/2011,Henry Goldwyn
12/20/2011,12/25/2011,Mary Zewe
12/20/2011,12/25/2011,Anthony Rawles
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/23/2011,Michael Chen
12/20/2011,12/25/2011,Stefania Perrino
12/20/2011,12/22/2011,Carol Triggs
12/20/2011,12/23/2011,Adrian Barton
12/21/2011,12/28/2011,Laura Armstrong
12/21/2011,12/23/2011,Ted Trevino
12/21/2011,12/23/2011,Barry Gonzalez
12/21/2011,12/27/2011,Gary McGarr
12/21/2011,12/22/2011,Mitch Willingham
12/21/2011,12/23/2011,Alan Haines
12/21/2011,12/23/2011,Alan Haines
12/21/2011,12/25/2011,Clytie Kelty
12/21/2011,12/28/2011,Alejandro Ballentine
12/21/2011,12/27/2011,Mary Zewe
12/21/2011,12/28/2011,Laura Armstrong
12/21/2011,12/26/2011,Catherine Glotzbach
12/21/2011,12/27/2011,Karen Ferguson
12/21/2011,12/23/2011,Alan Haines
12/21/2011,12/28/2011,Henry Goldwyn
12/21/2011,12/28/2011,James Galang
12/21/2011,12/26/2011,James Lanier
12/21/2011,12/23/2011,Alan Haines
12/21/2011,12/23/2011,Barry Gonzalez
12/21/2011,12/22/2011,Mitch Willingham
12/21/2011,12/27/2011,Gary McGarr
12/21/2011,12/28/2011,Dianna Vittorini
12/21/2011,12/26/2011,Catherine Glotzbach
12/21/2011,12/28/2011,James Galang
12/21/2011,12/27/2011,Mary Zewe
12/21/2011,12/23/2011,Alan Haines
12/21/2011,12/22/2011,Mitch Willingham
12/21/2011,12/26/2011,Catherine Glotzbach
12/21/2011,12/22/2011,Carol Adams
12/21/2011,12/25/2011,Laurel Workman
12/21/2011,12/28/2011,Henry Goldwyn
12/21/2011,12/23/2011,Harry Greene
12/21/2011,12/25/2011,Laurel Beltran
12/21/2011,12/25/2011,Clytie Kelty
12/21/2011,12/23/2011,Barry Gonzalez
12/21/2011,12/23/2011,Corey-Lock
12/21/2011,12/28/2011,Alejandro Ballentine
12/21/2011,12/23/2011,Barry Gonzalez
12/21/2011,12/27/2011,Craig Carroll
12/21/2011,12/28/2011,Dennis Pardue
12/21/2011,12/28/2011,Henry Goldwyn
12/21/2011,12/25/2011,Laurel Beltran
12/21/2011,12/28/2011,Dianna Vittorini
12/21/2011,12/23/2011,Corey-Lock
12/21/2011,12/27/2011,Mary Zewe
12/21/2011,12/28/2011,Dianna Vittorini
12/21/2011,12/27/2011,Craig Carroll
12/21/2011,12/25/2011,Laurel Beltran
12/21/2011,12/25/2011,John Castell
12/21/2011,12/27/2011,Mary Zewe
12/21/2011,12/26/2011,Catherine Glotzbach
12/22/2011,12/24/2011,Justin Hirsh
12/22/2011,12/28/2011,Ricardo Emerson
12/22/2011,12/24/2011,Damala Kotsonis
12/22/2011,12/26/2011,Dianna Arnett
12/22/2011,12/26/2011,Dianna Arnett
12/22/2011,12/24/2011,Brian Thompson
12/22/2011,12/24/2011,Brian Thompson
12/22/2011,12/26/2011,Tamara Willingham
12/22/2011,12/24/2011,Lindsay Williams
12/22/2011,12/28/2011,Ricardo Emerson
12/22/2011,12/26/2011,Benjamin Patterson
12/22/2011,12/22/2011,Jas O'Carroll
12/22/2011,12/22/2011,Yoseph Carroll
12/22/2011,12/28/2011,Ricardo Emerson
12/22/2011,12/24/2011,Benjamin Patterson
12/22/2011,12/28/2011,Corey Roper
12/22/2011,12/26/2011,Bradley Talbott
12/22/2011,12/28/2011,Hunter Lopez
12/22/2011,12/29/2011,Nora Preis
12/22/2011,12/24/2011,Lindsay Williams
12/22/2011,12/29/2011,Nora Preis
12/22/2011,12/26/2011,Guy Phonely
12/22/2011,12/26/2011,Corey Roper
12/22/2011,12/24/2011,Justin Hirsh
12/22/2011,12/25/2011,Anna Andreadi
12/22/2011,12/26/2011,Arianne Irving
12/22/2011,12/27/2011,Dan Lawera
12/22/2011,12/24/2011,Lindsay Williams
12/22/2011,12/26/2011,Dianna Arnett
12/22/2011,12/24/2011,Benjamin Patterson
12/22/2011,12/28/2011,Hunter Lopez
12/22/2011,12/26/2011,Michael Paige
12/22/2011,12/26/2011,Dianna Arnett
12/22/2011,12/26/2011,Khloe Miller
12/22/2011,12/28/2011,Hunter Lopez
12/22/2011,12/24/2011,Brian Thompson
12/22/2011,12/29/2011,Nora Preis
12/22/2011,12/27/2011,Greg Maxwell
12/22/2011,12/26/2011,Benjamin Patterson
12/23/2011,12/25/2011,Beth Fritzler
12/23/2011,12/26/2011,Eric Murdock
12/23/2011,12/25/2011,Roger Demir
12/23/2011,12/27/2011,Craig Carreira
12/23/2011,12/25/2011,Stewart Carmichael
12/23/2011,12/27/2011,Gary Zandusky
12/23/2011,12/25/2011,Stewart Carmichael
12/23/2011,12/25/2011,Stewart Carmichael
12/23/2011,12/29/2011,Eric Hoffmann
12/23/2011,12/30/2011,Natalie Fritzler
12/23/2011,12/30/2011,Natalie Fritzler
12/23/2011,12/26/2011,Eric Murdock
12/23/2011,12/27/2011,Susan Vittorini
12/23/2011,12/30/2011,Tom Stivers
12/23/2011,12/25/2011,Roger Demir
12/23/2011,12/30/2011,Natalie Fritzler
12/23/2011,12/28/2011,Sarah Foster
12/23/2011,12/25/2011,Stewart Carmichael
12/23/2011,12/25/2011,Stewart Carmichael
12/23/2011,12/27/2011,Craig Carreira
12/23/2011,12/27/2011,Maris LaWare
12/23/2011,12/27/2011,Craig Carreira
12/23/2011,12/25/2011,Beth Fritzler
12/23/2011,12/25/2011,Stewart Carmichael
12/23/2011,12/25/2011,Beth Fritzler
12/23/2011,12/25/2011,Stewart Carmichael
12/23/2011,12/27/2011,Susan Vittorini
12/23/2011,12/25/2011,Charles Sheldon
12/23/2011,12/30/2011,Natalie Fritzler
12/23/2011,12/27/2011,David Philippe
12/23/2011,12/25/2011,Beth Fritzler
12/23/2011,12/28/2011,Mark Haberlin
12/23/2011,12/25/2011,Beth Fritzler
12/23/2011,12/27/2011,Gary Zandusky
12/23/2011,12/25/2011,Roger Demir
12/23/2011,12/28/2011,Cari MacIntyre
12/23/2011,12/27/2011,Craig Carreira
12/23/2011,12/25/2011,Roger Demir
12/23/2011,12/25/2011,Beth Fritzler
12/23/2011,12/30/2011,Natalie Fritzler
12/23/2011,12/25/2011,Stewart Carmichael
12/23/2011,12/27/2011,Maris LaWare
12/23/2011,12/26/2011,Eric Murdock
12/23/2011,12/30/2011,Tom Stivers
12/23/2011,12/28/2011,Cari MacIntyre
12/23/2011,12/28/2011,Bobby Trafton
12/23/2011,12/28/2011,Mark Haberlin
12/23/2011,12/27/2011,Tiffany House
12/23/2011,12/27/2011,Susan Vittorini
12/23/2011,12/28/2011,Mark Haberlin
12/23/2011,12/25/2011,Stewart Carmichael
12/23/2011,12/27/2011,Tiffany House
12/23/2011,12/28/2011,Mark Haberlin
12/23/2011,12/28/2011,Cari MacIntyre
12/23/2011,12/28/2011,Michelle Ellison
12/23/2011,12/27/2011,Craig Carreira
12/24/2011,12/28/2011,Jennifer Ferguson
12/24/2011,12/30/2011,Andrew Roberts
12/24/2011,12/29/2011,Ben Ferrer
12/24/2011,12/28/2011,Jennifer Ferguson
12/24/2011,12/29/2011,Ben Ferrer
12/24/2011,12/26/2011,Patrick Gardner
12/24/2011,12/29/2011,Julie Creighton
12/24/2011,12/26/2011,Patrick Gardner
12/24/2011,12/27/2011,Don Miller
12/24/2011,12/29/2011,Ben Ferrer
12/24/2011,12/29/2011,Julie Creighton
12/24/2011,12/31/2011,Joe Kamberova
12/24/2011,12/26/2011,Resi Plking
12/24/2011,12/31/2011,Joe Kamberova
12/24/2011,12/29/2011,Patrick O'Brill
12/24/2011,12/28/2011,Ken Lonsdale
12/24/2011,12/29/2011,Christopher Conant
12/24/2011,12/31/2011,Anthony Witt
12/24/2011,12/26/2011,Patrick Gardner
12/24/2011,12/30/2011,Andrew Roberts
12/24/2011,12/29/2011,Ben Ferrer
12/24/2011,12/26/2011,Patrick Gardner
12/24/2011,12/29/2011,Ben Ferrer
12/24/2011,12/31/2011,Anthony Witt
12/24/2011,12/26/2011,Adam Shillingsburg
12/24/2011,12/26/2011,Luke Foster
12/24/2011,12/30/2011,Andrew Roberts
12/24/2011,12/28/2011,Jennifer Ferguson
12/24/2011,12/31/2011,Guy Armstrong
12/24/2011,12/29/2011,Ben Ferrer
12/24/2011,12/28/2011,Bobby Trafton
12/24/2011,12/29/2011,Deanra Eno
12/24/2011,12/31/2011,Guy Armstrong
12/25/2011,12/29/2011,Deborah Brumfield
12/25/2011,12/28/2011,Patrick O'Brill
12/25/2011,12/27/2011,Fred Harton
12/25/2011,12/28/2011,Patrick O'Brill
12/25/2011,01-01-2012,David Wiener
12/25/2011,12/28/2011,Patrick O'Brill
12/25/2011,12/28/2011,Patrick O'Brill
12/25/2011,12/28/2011,Patrick O'Brill
12/25/2011,12/29/2011,Deborah Brumfield
12/25/2011,12/28/2011,Patrick O'Brill
12/26/2011,12/31/2011,Katherine Nockton
12/26/2011,12/26/2011,Dennis Kane
12/26/2011,12/30/2011,Anthony O'Donnell
12/26/2011,12/28/2011,Kelly Lampkin
12/26/2011,12/28/2011,Roy Phan
12/26/2011,12/31/2011,Lycoris Saunders
12/26/2011,12/28/2011,Kelly Lampkin
12/26/2011,12/28/2011,Alan Dominguez
12/26/2011,12/28/2011,Kelly Lampkin
12/26/2011,01-02-2012,Scot Wooten
12/26/2011,12/31/2011,Maureen Gnade
12/26/2011,12/31/2011,Katherine Nockton
12/26/2011,12/30/2011,Gary McGarr
12/26/2011,12/28/2011,Denny Joy
12/26/2011,12/28/2011,Cari Schnelling
12/26/2011,12/28/2011,Alyssa Tate
12/26/2011,12/26/2011,Guy Armstrong
12/26/2011,12/28/2011,Roy Phan
12/26/2011,12/31/2011,Cari MacIntyre
12/26/2011,12/28/2011,Kelly Lampkin
12/26/2011,12/30/2011,Lori Olson
12/26/2011,01-01-2012,Tracy Blumstein
12/26/2011,12/30/2011,Bruce Stewart
12/26/2011,12/30/2011,Lori Olson
12/26/2011,12/31/2011,Matt Connell
12/26/2011,12/31/2011,Alex Russell
12/26/2011,12/30/2011,Bruce Degenhardt
12/26/2011,01-01-2012,Harry Marie
12/26/2011,12/31/2011,Maureen Gnade
12/26/2011,12/27/2011,Mitch Webber
12/26/2011,12/29/2011,Frank Carlisle
12/26/2011,12/26/2011,Guy Armstrong
12/26/2011,12/28/2011,Cari Schnelling
12/26/2011,01-02-2012,Scot Wooten
12/26/2011,12/28/2011,Kelly Lampkin
12/26/2011,12/30/2011,Lori Olson
12/26/2011,12/31/2011,Maureen Gnade
12/26/2011,12/27/2011,Maria Bertelson
12/26/2011,12/30/2011,Lori Olson
12/26/2011,12/29/2011,Frank Carlisle
12/26/2011,12/28/2011,Roy Phan
12/26/2011,12/26/2011,Anthony Johnson
12/26/2011,12/31/2011,Matt Connell
12/26/2011,01-02-2012,Scot Wooten
12/26/2011,12/29/2011,Bradley Drucker
12/26/2011,12/30/2011,Lori Olson
12/26/2011,12/31/2011,Maureen Gnade
12/26/2011,12/26/2011,Anthony Johnson
12/26/2011,12/30/2011,Gary McGarr
12/26/2011,12/26/2011,Anthony Johnson
12/26/2011,12/31/2011,Lycoris Saunders
12/26/2011,12/30/2011,Bruce Degenhardt
12/26/2011,01-01-2012,Anna Andreadi
12/26/2011,12/31/2011,Alex Russell
12/26/2011,12/30/2011,Lori Olson
12/26/2011,12/31/2011,Christina Anderson
12/26/2011,12/30/2011,Clytie Kelty
12/26/2011,12/30/2011,Lori Olson
12/26/2011,12/30/2011,Andy Yotov
12/26/2011,12/30/2011,Maribeth Schnelling
12/26/2011,12/30/2011,Clytie Kelty
12/27/2011,12/29/2011,Magdelene Morse
12/27/2011,12/29/2011,Magdelene Morse
12/27/2011,12/31/2011,Resi Plking
12/27/2011,12/29/2011,Magdelene Morse
12/27/2011,12/31/2011,Thomas Brumley
12/27/2011,01-03-2012,Juliana Krohn
12/27/2011,12/29/2011,Andy Gerbode
12/27/2011,12/30/2011,Dianna Wilson
12/27/2011,12/29/2011,Valerie Dominguez
12/27/2011,12/29/2011,Emily Grady
12/27/2011,12/29/2011,Giulietta Baptist
12/27/2011,12/29/2011,Mick Brown
12/27/2011,01-03-2012,Tamara Chand
12/27/2011,12/31/2011,Thea Hudgings
12/27/2011,01-01-2012,Karl Braun
12/27/2011,01-01-2012,Charlotte Melton
12/27/2011,01-01-2012,Chad McGuire
12/27/2011,12/29/2011,Giulietta Baptist
12/27/2011,12/29/2011,Emily Grady
12/27/2011,01-01-2012,Chad McGuire
12/27/2011,01-02-2012,Jeremy Farry
12/27/2011,01-01-2012,Chad McGuire
12/27/2011,12/29/2011,Mick Brown
12/27/2011,01-01-2012,Charlotte Melton
12/27/2011,01-01-2012,Charlotte Melton
12/27/2011,12/30/2011,Dianna Wilson
12/27/2011,12/30/2011,Dianna Wilson
12/27/2011,12/29/2011,Magdelene Morse
12/27/2011,12/30/2011,Dianna Wilson
12/27/2011,12/29/2011,Magdelene Morse
12/27/2011,01-01-2012,Karl Braun
12/27/2011,12/29/2011,Magdelene Morse
12/27/2011,01-01-2012,Chad McGuire
12/27/2011,12/28/2011,Benjamin Patterson
12/27/2011,12/29/2011,Magdelene Morse
12/27/2011,01-01-2012,Chad McGuire
12/27/2011,12/30/2011,Dianna Wilson
12/27/2011,12/28/2011,Benjamin Patterson
12/27/2011,01-01-2012,Charlotte Melton
12/27/2011,12/30/2011,Dianna Wilson
12/27/2011,12/31/2011,Robert Barroso
12/27/2011,01-01-2012,Charlotte Melton
12/27/2011,12/31/2011,Thea Hudgings
12/27/2011,12/29/2011,Giulietta Baptist
12/27/2011,12/29/2011,Valerie Dominguez
12/27/2011,12/29/2011,Magdelene Morse
12/27/2011,01-03-2012,Sibella Parks
12/27/2011,01-01-2012,Chad McGuire
12/27/2011,01-01-2012,Chad McGuire
12/27/2011,01-01-2012,Chad McGuire
12/27/2011,12/31/2011,Cynthia Delaney
12/27/2011,01-03-2012,Tamara Chand
12/27/2011,12/31/2011,Corey-Lock
12/27/2011,12/31/2011,Corey-Lock
12/27/2011,01-03-2012,Juliana Krohn
12/27/2011,12/30/2011,Alyssa Tate
12/27/2011,12/30/2011,Nathan Cano
12/27/2011,01-02-2012,Jeremy Farry
12/27/2011,12/31/2011,Cynthia Delaney
12/27/2011,12/30/2011,Dianna Wilson
12/27/2011,12/31/2011,Cynthia Delaney
12/27/2011,12/31/2011,Cynthia Delaney
12/28/2011,12/30/2011,Rick Reed
12/28/2011,12/29/2011,Adrian Barton
12/28/2011,12/30/2011,Denny Blanton
12/28/2011,01-01-2012,Mick Hernandez
12/28/2011,01-01-2012,Anthony Jacobs
12/28/2011,12/30/2011,Rick Reed
12/28/2011,12/30/2011,Rick Reed
12/28/2011,01-03-2012,Maribeth Dona
12/28/2011,01-01-2012,Jay Kimmel
12/28/2011,01-01-2012,Shirley Schmidt
12/28/2011,12/29/2011,Adrian Barton
12/28/2011,01-01-2012,Anthony Jacobs
12/28/2011,12/30/2011,Rick Reed
12/28/2011,01-02-2012,Odella Nelson
12/28/2011,12/30/2011,Barry Franz
12/28/2011,01-01-2012,Mick Hernandez
12/28/2011,01-01-2012,Jay Kimmel
12/28/2011,12/31/2011,Dave Brooks
12/28/2011,12/30/2011,Rick Reed
12/28/2011,01-03-2012,Ann Steele
12/28/2011,12/30/2011,Rick Reed
12/28/2011,12/30/2011,Rick Reed
12/28/2011,12/30/2011,Barry Franz
12/28/2011,12/29/2011,Adrian Barton
12/28/2011,12/31/2011,Chuck Magee
12/28/2011,12/30/2011,Barry Franz
12/28/2011,01-01-2012,Mick Hernandez
12/28/2011,12/30/2011,Sung Pak
12/28/2011,12/31/2011,Thomas Boland
12/28/2011,01-02-2012,Sarah Brown
12/28/2011,12/30/2011,Rick Reed
12/28/2011,01-01-2012,Mick Hernandez
12/28/2011,01-01-2012,Anthony Jacobs
12/28/2011,01-02-2012,Trudy Glocke
12/28/2011,12/30/2011,Rick Reed
12/28/2011,01-03-2012,Ann Steele
12/28/2011,12/30/2011,Barry Franz
12/28/2011,12/29/2011,Mark Haberlin
12/28/2011,12/29/2011,Adrian Barton
12/28/2011,01-02-2012,Odella Nelson
12/28/2011,01-03-2012,Dave Brooks
12/28/2011,12/30/2011,Barry Franz
12/28/2011,01-01-2012,Yoseph Carroll
12/28/2011,12/31/2011,Denise Monton
12/28/2011,01-04-2012,Richard Eichhorn
12/28/2011,01-01-2012,Yoseph Carroll
12/28/2011,12/30/2011,Bobby Odegard
12/28/2011,12/30/2011,Rick Reed
12/28/2011,01-03-2012,Ann Steele
12/28/2011,01-01-2012,Debra Catini
12/28/2011,01-03-2012,Ann Steele
12/28/2011,01-03-2012,Dave Brooks
12/28/2011,01-02-2012,Sarah Brown
12/28/2011,01-03-2012,Maribeth Dona
12/28/2011,01-02-2012,Sarah Brown
12/28/2011,12/29/2011,Mark Haberlin
12/28/2011,12/30/2011,Denny Blanton
12/28/2011,01-03-2012,Dave Brooks
12/28/2011,01-03-2012,Ann Steele
12/28/2011,01-01-2012,Shirley Schmidt
12/28/2011,01-02-2012,Jill Matthias
12/28/2011,01-02-2012,Jill Matthias
12/29/2011,12/31/2011,Annie Zypern
12/29/2011,01-01-2012,Sarah Bern
12/29/2011,01-02-2012,Anthony Johnson
12/29/2011,01-01-2012,Sarah Bern
12/29/2011,12/31/2011,Joy Smith
12/29/2011,01-01-2012,Harold Engle
